autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
KEN FOLLETT	{'9788466351058'}	FLTKN	ken follett	Ken Follett	"Ken Follett nació en Cardiff (Gales) y a los diez años su familia se trasladó a la capital británica. Realizó sus estudios en distintas escuelas públicas antes de licenciarse con honores en Filosofía en el University College de Londres. Comenzó su carrera como periodista en el periódico de su ciudad natal, el South Wales Echo, y luego trabajó en el London Evening News. Posteriormente se incorporó a una pequeña editorial, Everest Books, de la que terminó siendo director adjunto. Su primer gran éxito literario llegó en 1978 con la publicación de El ojo de la aguja, un thriller de espionaje ambientado en la Segunda Guerra Mundial.
Ken Follett es uno de los autores más queridos y admirados por los lectores de todo el mundo, y las ventas de sus libros superan los ciento setenta y ocho millones de ejemplares. En 1989 publicó Los pilares de la Tierra, el épico relato de la construcción de una catedral medieval del que se han vendido veintisiete millones de ejemplares y que se ha convertido en su novela más popular. Su continuación, Un mundo sin fin, se publicó en 2007, y en 2017 vio la luz Una columna de fuego, que transcurre en la Inglaterra del siglo XVI, durante el reinado de Isabel I. En 2020 llegó a las librerías la aclamada precuela de la saga, Las tinieblas y el alba, que se remonta al año 1000, cuando Kingsbridge era un asentamiento anglosajón bajo la amenaza de los invasores vikingos.
Follett, que ama la música casi tanto como los libros, es un gran aficionado a tocar el bajo. Vive en Stevenage, Hertfordshire, con su esposa Barbara, exparlamentaria laborista por su circunscripción. Entre los dos tienen cinco hijos, seis nietos y dos perros labradores.
Fotografía: (c) Olivier Favre"	/mnt/datadrive/CasaDelLibro/author_images/3121-2.webp	3121.0	ken follett	follett ken	OL10835053A			Ken Follett		Ken Follett	/mnt/datadrive/OpenLibrary/author_images/OL10835053A.jpg	ken follett	follett ken	5
		PLNTFRTFRNSSK		FRANCESCA FERRETI DE BLONAY			20111381.0	francesca ferreti de blonay	blonay de ferreti francesca	OL10838156A			Francesca Ferretti de Blonay		Francesca Ferretti de Blonay	/mnt/datadrive/OpenLibrary/author_images/OL10838156A.jpg	francesca ferretti de blonay	blonay de ferretti francesca	2
SIGMUND FREUD	{'9789505185887', '9789505185849', '9789505185825', '9789505185900', '9789505185917', '9789505185894', '9789505185795', '9789505185856', '9789505185924', '9789505185863', '9789505185955', '9789505185993', '9789505185870', '9789505185931', '9789505185986', '9789505185979', '9789505185832', '9789505185962', '9789505185788', '9789505185771', '9789505185948', '9789505186006'}	FRTSKMNT	sigmund freud	Sigmund Freud	Sigmund Freud (6 de mayo de 1856, en Příbor, Moravia, Imperio austriaco (actualmente República checa)-23 de septiembre de 1939, en Londres) fue un médico neurólogo austriaco de origen judío, padre del psicoanálisis y una de las mayores figuras intelectuales del siglo XX. A principios del siglo (1900), publicó La interpretación de los sueños, extensísimo libro donde Freud desarrollaba una tesis fundamental: los sueños no sólo son un producto psíquico desechable, como se creía hasta el momento, sino que representan un trabajo psíquico normal lleno de sentido. Sus grandes contribuciones al diagnóstico del estado de nuestra cultura son: El porvenir de una ilusión (1927), El malestar en la cultura (1930), Moisés y la religión monoteísta (1939). Ya con anterioridad, a través de obras entre las que destaca Tótem y tabú (1913), inspirada en el evolucionismo biológico de Darwin y el evolucionismo social de Frazer, había dado testimonio de hasta qué punto consideró que la importancia primordial del psicoanálisis, más allá de una eficacia terapéutica que siempre juzgó restringida, residía en su condición de instrumento para investigar los factores determinantes en el pensamiento y el comportamiento de los hombres.	/mnt/datadrive/CasaDelLibro/author_images/2887.webp	2887.0	sigmund freud	freud sigmund	OL108452A	6 May 1856	23 September 1939	Sigmund Freud	Austrian neurologist known as the founding father of psychoanalysis	Dr. Sigmund Freud	/mnt/datadrive/OpenLibrary/author_images/OL108452A.jpg	sigmund freud	freud sigmund	6
JULIO VERNE	{'9788417127916', '9789585366541', '9788492548415', '84237939903653'}	JLFRN	julio verne							OL10860023A			JULIO VERNE		JULIO VERNE	/mnt/datadrive/OpenLibrary/author_images/OL10860023A.jpg	julio verne	julio verne	2
		AKPTKL								OL10862973A			Equipo Tikal		Equipo Tikal	/mnt/datadrive/OpenLibrary/author_images/OL10862973A.jpg	equipo tikal	equipo tikal	1
ROBERT GRAVES	{'84237939903655', '9788420616919', '9788476693933'}	KRFSRPRT	robert graves	Robert Graves	Nació el 24 de julio de 1895 en Wimbledon. Combatió en Francia durante la I Guerra Mundial, fue herido en el Somme. En 1919 ingresó en el Saint John's College de Oxford para estudiar literatura inglesa. Enseñó literatura en El Cairo, trabaría amistad con Lawrence de Arabia, del que escribió una auténtica hagiografía. Fue considerado como un poeta moderno, pero evitó identificarse con cualquier escuela o poesía escribiendo de modo intenso, claro y ordenado. Sus poesías amorosas en las que combina la pasión con el cinismo, el amor con el erotismo, y lo personal con lo universal son muy conocidos. Ejerció varias cátedras universitarias y fue candidato al Nobel. Desde 1929 residió en la isla de Mallorca. Falleció el 7 de diciembre de 1985.	/mnt/datadrive/CasaDelLibro/author_images/robert_graves.webp	2749.0	robert graves	graves robert	OL1097266A	1895	1985	Robert Graves		Graves, Robert, 1895-	/mnt/datadrive/OpenLibrary/author_images/OL1097266A.jpg	robert graves	graves robert	5
JIM MUNCY	{'9781607380467'}	JMMNS	jim muncy							OL1105357A			Jim Muncy		Jim Muncy	/mnt/datadrive/OpenLibrary/author_images/OL1105357A.jpg	jim muncy	jim muncy	2
RODRIGO LARES BASSA	{'9789806480803'}	PSLRSRTRK	rodrigo lares bassa							OL11062744A			Rodrigo Lares Bassa		Rodrigo Lares Bassa	/mnt/datadrive/OpenLibrary/author_images/OL11062744A.jpg	rodrigo lares bassa	bassa lares rodrigo	2
HERNANDO DOMINGUEZ CAMARGO	{'000138'}	KMRKTMNKSRNNT	hernando dominguez camargo							OL1106698A	1606	1659	Hernando Domínguez Camargo		Hernando Domínguez Camargo	/mnt/datadrive/OpenLibrary/author_images/OL1106698A.jpg	hernando dominguez camargo	camargo dominguez hernando	2
		SRMNTSKST								OL1106995A		1986	Sixto Sarmiento		Sixto Sarmiento	/mnt/datadrive/OpenLibrary/author_images/OL1106995A.jpg	sixto sarmiento	sarmiento sixto	1
		KPRMT		Gabor Maté	"Médico nacido en Vancouver, Gabor Maté es autor del bestseller centrado en el desorden deficitario de la atención,Mentes dispersas.Ha sido médico de familia durante aproximadamente veinte años,""especialista en cuidado paliativo y psicoterapeuta; actualmente, forma""parte de la plantilla de médicos de un centro de salud en la zona estedel centro de Vancouver. Durante mucho tiempo ha sido columnista para elVancouver Sun y el The Globe and Mail."		126898.0	gabor mate	gabor mate	OL11201612A			Gabor Maté		Gabor Maté	/mnt/datadrive/OpenLibrary/author_images/OL11201612A.jpg	gabor mate	gabor mate	3
ANN MARLOWE	{'9788433969774'}	ANMRL	ann marlowe	Ann Marlowe			83432.0	ann marlowe	ann marlowe	OL1121761A	1958		Ann Marlowe		Ann Marlowe	/mnt/datadrive/OpenLibrary/author_images/OL1121761A.jpg	ann marlowe	ann marlowe	3
CLAYTON BESS	{'9789681648725'}	PSKLTN	clayton bess							OL1121777A	30 December 1944		Clayton Bess		Robert Locke	/mnt/datadrive/OpenLibrary/author_images/OL1121777A.jpg	clayton bess	bess clayton	2
GEORG SIMMEL	{'9788429728484', '9788489846432'}	JRKSML	georg simmel	Georg Simmel	Nació en Berlín en 1858 y murió en Estrasburgo, Francia, en 1918. Filósofo y sociólogo alemán, fue representante del neokantismo relativista y enseñó filosofía en las universidades de Berlín (1885-1914) y Estrasburgo (1914-1918). Quiso resolver las contradicciones a las que conducía el formalismo del a priori kantiano.También se empleó en deducir tipos morales (Introducción a la ciencia de la moral,1892) y clasificar los sentimientos y las ideas que determinan la reconstrucción histórica.		121988.0	georg simmel	georg simmel	OL112837A	1 Mar 1858	28 Sep 1918	Georg Simmel	"Georg Simmel (1 March 1858 – 28 September 1918) was a German sociologist, philosopher, and critic.

Simmel was one of the first generation of German sociologists: his neo-Kantian approach laid the foundations for sociological antipositivism, asking 'What is society?' in a direct allusion to Kant's question 'What is nature?', presenting pioneering analyses of social individuality and fragmentation. For Simmel, culture referred to ""the cultivation of individuals through the agency of external forms which have been objectified in the course of history"". Simmel discussed social and cultural phenomena in terms of ""forms"" and ""contents"" with a transient relationship; form becoming content, and vice versa, dependent on the context. In this sense he was a forerunner to structuralist styles of reasoning in the social sciences. With his work on the metropolis, Simmel was a precursor of urban sociology, symbolic interactionism and social network analysis.

**Source**: <a href=""https://en.wikipedia.org/wiki/Georg_Simmel"">Georg Simmel</a> on Wikipedia (Wikipedia contributors, <a href=""https://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License"">CC BY-SA 3.0</a>)."	Georg Simmel	/mnt/datadrive/OpenLibrary/author_images/OL112837A.jpg	georg simmel	georg simmel	5
TONY DAVIS	{'9788449420757'}	TFSTN	tony davis	TONY DAVIS			125423.0	tony davis	davis tony	OL1130956A	1947		Tony Davis		Tony Davis	/mnt/datadrive/OpenLibrary/author_images/OL1130956A.jpg	tony davis	davis tony	3
JAVIER ARRIES	{'9788418015779'}	ARSJF	javier arries	Javier Arries	Javier Arries es licenciado en Ciencias Físicas, en la especialidad de Física de la Tierra y del Cosmos. Colabora como articulista en revistas especializadas como Año Cero o Más Allá de la Ciencia. Ha aparecido también en el programa «Cuarto Milenio» de Iker Jiménez.		20096382.0	javier arries	arries javier	OL11357686A			Javier Arries		Javier Arries	/mnt/datadrive/OpenLibrary/author_images/OL11357686A.jpg	javier arries	arries javier	4
JULES VERNE	{'7706894224814'}	JLSFRN	jules verne							OL113611A	8 February 1828	24 March 1905	Jules Verne	"Jules Verne was a French author who helped pioneer the science-fiction genre. 

He is best known for his novels A Journey to the Centre of the Earth (1864), From the Earth to the Moon (1865), Twenty Thousand Leagues Under the Sea (1869–1870), Around the World in Eighty Days (1873) and The Mysterious Island (1875). Verne wrote about space, air, and underwater travel before navigable aircraft and practical submarines were invented, and before any means of space travel had been devised. Consequently he is often referred to as the ""Father of science fiction"", along with H. G. Wells. ([Source][1].)

Also as of 2023, Jules Verne is regarded as the second most translated author in the world. ([Source][2].)

  [1]: http://en.wikipedia.org/wiki/Jules_Verne
  [2]: https://www.tomedes.com/translator-hub/most-translated-author.php"	Julio Verne	/mnt/datadrive/OpenLibrary/author_images/OL113611A.jpg	jules verne	jules verne	3
		ALFRSJFSKS								OL1136929A			J. A. Alvarez Vázquez		J. A. Alvarez Vázquez	/mnt/datadrive/OpenLibrary/author_images/OL1136929A.jpg	j. a. alvarez vazquez	a alvarez j vazquez	1
		AFRTRXKFN								OL11403245A			Friedrich A. von Hayek		Friedrich A. von Hayek	/mnt/datadrive/OpenLibrary/author_images/OL11403245A.jpg	friedrich a. von hayek	a friedrich hayek von	1
		RLRPXNTR								OL11417070A			Riley, Terry, Shone, Rob		Riley, Terry, Shone, Rob	/mnt/datadrive/OpenLibrary/author_images/OL11417070A.jpg	riley, terry, shone, rob	riley rob shone terry	1
		TPLL								OL11469774A			DE PALOL		DE PALOL	/mnt/datadrive/OpenLibrary/author_images/OL11469774A.jpg	de palol	de palol	1
CECILIA RODRIGUEZ LEHMANN	{'9789807581004'}	SSLLMNRTRKS	cecilia rodriguez lehmann							OL11480570A			Cecilia Rodríguez Lehmann		Cecilia Rodríguez Lehmann	/mnt/datadrive/OpenLibrary/author_images/OL11480570A.jpg	cecilia rodriguez lehmann	cecilia lehmann rodriguez	2
GEORGES SADOUL	{'000216'}	JRJSSTL	georges sadoul							OL11514180A			Georges Sadoul		Georges Sadoul	/mnt/datadrive/OpenLibrary/author_images/OL11514180A.jpg	georges sadoul	georges sadoul	2
JUAN BAUTISTA ALBERDI	{'000142'}	ALPRTPTSTJN	juan bautista alberdi							OL115194A	1810	1884	Juan Bautista Alberdi		Juan B. Alberdi, Juan Alberdi, Alberdi	/mnt/datadrive/OpenLibrary/author_images/OL115194A.jpg	juan bautista alberdi	alberdi bautista juan	2
MARCEL SCHWOB	{'9788476693155', '000176'}	MRSLXP	marcel schwob	Marcel Schwob	MARCEL SCHWOB nació en Chaville en 1867 y creció en el seno de una familia de rabinos, médicos, letrados e historiadores. Pese a la brevedad de su vida (falleció en París en 1905, a los 38 años), Schwob fue, y sigue siendo, un escritor de culto. Lector apasionado y hedonista desde la infancia, fue uno de los escritores más refinados y sabios de su tiempo. Su curiosidad era insaciable; su erudición también. Sus amigos (Renard, Remy de Gourmont, Valéry, Colette, Claudel, Anatole France, Oscar Wilde, Stevenson) lo consideraban una biblioteca ambulante. El grueso de su producción literaria se concentra en seis años:Corazón doble(1891),El rey de la máscara de oro(1892),Mimes(1893),El libro de Monelle (1894), Spicilège (1896),La cruzada de los niños(1895) yVidas imaginarias(1897). En sus obras subyace una obsesiva interrogación sobre la identidad e individualidad humanas.	/mnt/datadrive/CasaDelLibro/author_images/MarcelSchwob.webp	17446.0	marcel schwob	marcel schwob	OL115234A	1867	1905	Marcel Schwob		Marcel Schwob	/mnt/datadrive/OpenLibrary/author_images/OL115234A.jpg	marcel schwob	marcel schwob	5
		TJSLRM								OL11523893A			M. Jose De Larra		M. Jose De Larra	/mnt/datadrive/OpenLibrary/author_images/OL11523893A.jpg	m. jose de larra	de jose larra m	1
SIMON BOLIVAR	{'9789802764747'}	PLFRSMN	simon bolivar							OL115725A	1783	1830	Simón Bolívar		Simon Bolivár	/mnt/datadrive/OpenLibrary/author_images/OL115725A.jpg	simon bolivar	bolivar simon	2
GISELA CAPPRLIN	{'9789801823117'}	KPLNJSL	gisela capprlin							OL11615818A	1959		Gisela Cappellin		Gisela Cappellin	/mnt/datadrive/OpenLibrary/author_images/OL11615818A.jpg	gisela cappellin	cappellin gisela	2
JORGE CRACCO	{'9789806480797'}	KRKJRJ	jorge cracco							OL11652024A	1958		Jorge Cracco		Jorge Cracco	/mnt/datadrive/OpenLibrary/author_images/OL11652024A.jpg	jorge cracco	cracco jorge	2
INES QUINTERO	{'9789803543143', '9789803543921', '9789803793456', '9789804250583', '9789804250170', '9789802716081'}	ANSKNTR	ines quintero							OL11652031A			Inés Quintero		Inés Quintero	/mnt/datadrive/OpenLibrary/author_images/OL11652031A.jpg	ines quintero	ines quintero	2
		HSLSTFRFLR								OL11657663A			José Luis Valera Tovar		José Luis Valera Tovar	/mnt/datadrive/OpenLibrary/author_images/OL11657663A.jpg	jose luis valera tovar	jose luis tovar valera	1
RENE DESCARTES	{'9788467034639', '9788424910785', '9789500378345'}	TSKRTSRN	rene descartes	René Descartes	Nació en 1596 en La Haye, Turena (Francia). Junto a los típicos estudios clásicos, Descartes estudió matemáticas y escolasticismo, con el propósito de orientar la razón humana para comprender la doctrina cristiana. Estuvo muy influido por el Catolicismo. Se licenció en Derecho en la Universidad de Poitiers, sin embargo, nunca ejerció la profesión jurídica. En 1649 Descartes fue invitado a la corte de Cristina de Suecia en Estocolmo para dar a la reina clases de filosofía. Aquí murió en 1650 de una pulmonía. Diecisiete años más tarde, su cadáver volvió a París, donde fue sepultado.	/mnt/datadrive/CasaDelLibro/author_images/rene_descartes.webp	18370.0	rene descartes	descartes rene	OL116826A	31 March 1596	11 February 1650	René Descartes	"René Descartes, also known as Renatus Cartesius, was a French philosopher, mathematician, physicist, and writer who spent most of his adult life in the Dutch Republic. He has been dubbed the ""Father of Modern Philosophy"", and much of subsequent Western philosophy is a response to his writings, which continue to be studied closely to this day. In particular, his Meditations on First Philosophy continues to be a standard text at most university philosophy departments. Descartes' influence in mathematics is also apparent; the Cartesian coordinate system—allowing geometric shapes to be expressed in algebraic equations—was named after him. He is credited as the father of analytical geometry. Descartes was also one of the key figures in the Scientific Revolution.

Descartes frequently sets his views apart from those of his predecessors. In the opening section of the Passions of the Soul, a treatise on the Early Modern version of what are now commonly called emotions, Descartes goes so far as to assert that he will write on this topic ""as if no one had written on these matters before"". Many elements of his philosophy have precedents in late Aristotelianism, the revived Stoicism of the 16th century, or in earlier philosophers like St. Augustine. In his natural philosophy, he differs from the Schools on two major points: First, he rejects the analysis of corporeal substance into matter and form; second, he rejects any appeal to ends—divine or natural—in explaining natural phenomena. In his theology, he insists on the absolute freedom of God’s act of creation.<sup>[1][1]</sup>


  [1]: http://en.wikipedia.org/wiki/Descartes"	Descartes                    R	/mnt/datadrive/OpenLibrary/author_images/OL116826A.jpg	rene descartes	descartes rene	6
		SNTRSNMKL								OL11688648A			Sandra Sanmiguel		Sandra Sanmiguel	/mnt/datadrive/OpenLibrary/author_images/OL11688648A.jpg	sandra sanmiguel	sandra sanmiguel	1
